shortcode;url;likes;comments;tags;
BcWAnA5D4Si;https://instagram.fbru2-1.fna.fbcdn.net/vp/f2fc512b5a4e6711795a49579a981987/5C0B8EFC/t51.2885-15/e35/24845545_1266954670075351_3381526338820112384_n.jpg;661973;7821;outdoor,tree,sky,person,young,sport,outdoor object,swing,playground;
BcSbttdjK8D;https://instagram.fbru2-1.fna.fbcdn.net/vp/34684358268d50843e3e218d0df6ed75/5C14DC47/t51.2885-15/e35/24327988_1929860533998453_8820715270852050944_n.jpg;923555;5844;animal,mammal,rock,white,bear,rodent;
BcTeHa2j8OM;https://instagram.fbru2-1.fna.fbcdn.net/vp/9e989023620f70fcde0c92754968f686/5C01D6E3/t51.2885-15/e35/24327236_2084467321787075_5515671519205785600_n.jpg;1809632;8977;tree,plant;
BcSvh21h-Mu;https://instagram.fbru2-1.fna.fbcdn.net/vp/aee33b4a773fe7242dece57893e6d847/5BFECF7A/t51.2885-15/e35/24838209_346208579178908_2591142194739937280_n.jpg;746997;5844;person;
BciAiMzDxYB;https://instagram.fbru2-1.fna.fbcdn.net/vp/e4382c27d135b092a7610d46424a42a0/5C1908F0/t51.2885-15/e35/25008201_2003157599710718_6013731685084954624_n.jpg;2082356;13263;water,tree,outdoor,lake,nature,pond,river,day;
BcfVHAcDON9;https://instagram.fbru2-1.fna.fbcdn.net/vp/bbdcd8de79ca751e639d676fce511d93/5BFF04D1/t51.2885-15/e35/24838525_378890799231057_8182702663624818688_n.jpg;1033411;4457;reef,nature,dark,distance,ocean floor;
BclgBZRDpP4;https://instagram.fbru2-1.fna.fbcdn.net/vp/b96ea4fc9023ddd7df1e2aeaae6558e1/5BFC372B/t51.2885-15/e35/25007255_133605427324278_5411108775153106944_n.jpg;646167;4064;;
BcfZnn6Dju5;https://instagram.fbru2-1.fna.fbcdn.net/vp/5f60fb1cfe3dd788245def5692f79dce/5C036AA1/t51.2885-15/e35/25009594_1642329989143945_756462878923423744_n.jpg;944987;4686;person,group;
BclT2sXj9Bj;https://instagram.fbru2-1.fna.fbcdn.net/vp/09919427ae92e9881afd1d69f8bc9558/5BFAB097/t51.2885-15/e35/25014823_172743660127958_6003870624856932352_n.jpg;699478;3038;indoor;
BclawfaDjHe;https://instagram.fbru2-1.fna.fbcdn.net/vp/b453a2d29ca0d180b75022bec91eb16d/5C357394/t51.2885-15/e35/25008883_163633710917868_3905427308579651584_n.jpg;570829;2736;old;
BcfjYWwj_mI;https://instagram.fbru2-1.fna.fbcdn.net/vp/0a9ce8d96ab7a39e2938faabcd601db9/5C174E77/t51.2885-15/e35/24332179_162446157839054_90081432885526528_n.jpg;837422;11259;person,indoor,girl,white,posing,hair;
BcatefdBTG_;https://instagram.fbru2-1.fna.fbcdn.net/vp/508f5bf6094c26782371692bd7fd7338/5C087CF1/t51.2885-15/e35/25005316_1856536767990502_7374564739650682880_n.jpg;1001304;15188;dog,brown,white;
BcdSPsjjy_w;https://instagram.fbru2-1.fna.fbcdn.net/vp/1acc41cbbe03b93b89c6737e9912ee81/5C0C31B8/t51.2885-15/e35/25006259_199572540592656_7167735066183860224_n.jpg;1087944;7100;tree,outdoor,sky,skating,air,man,jumping,outdoor object,high,silhouette;
Bckv7y3hdM6;https://instagram.fbru2-1.fna.fbcdn.net/vp/a219fbeb3fd420e32d390290117e5d32/5C35DD0E/t51.2885-15/e35/24845169_539165673100735_4894340101099749376_n.jpg;938029;7593;cake,colorful,colored,decorated,several;
Bcp2kk8HE4T;https://instagram.fbru2-1.fna.fbcdn.net/vp/8bd676f7ad893b932284cf84457d71e6/5BFF8BA6/t51.2885-15/e35/25010636_148728175900342_1782921682839666688_n.jpg;895677;7742;toiletry,cosmetic;
Bcsu2DQD2Ve;https://instagram.fbru2-1.fna.fbcdn.net/vp/a722efef3ff2f521a2d5e6f670977c6d/5BF84BC4/t51.2885-15/e35/25006543_145908119398084_1849617937921474560_n.jpg;1659211;19991;dog,outdoor,different,same;
BcvRv72huMF;https://instagram.fbru2-1.fna.fbcdn.net/vp/e76988825a04cf5af16142dbc6ac5d10/5BFCE421/t51.2885-15/e35/25005522_395029864263677_3992768208732946432_n.jpg;868161;4672;fabric;
BcqltYVDEJe;https://instagram.fbru2-1.fna.fbcdn.net/vp/f0e8557ecf7a2b877688b58620876a42/5C16D1F1/t51.2885-15/e35/25012523_563852960619004_6783383429321850880_n.jpg;1989915;12993;snow,outdoor,sky,mountain,day;
BcqgstqDwII;https://instagram.fbru2-1.fna.fbcdn.net/vp/7ae15715f59e53f7c08bdcccf94778a4/5C384411/t51.2885-15/e35/25009077_383974642059625_7541204819285901312_n.jpg;533569;2795;sky,outdoor,colorful,flag;
Bcqbe7bjGR4;https://instagram.fbru2-1.fna.fbcdn.net/vp/1b74d6a527b6fc6064dc8d6c574a31e0/5C010A70/t51.2885-15/e35/25012859_132012944133835_4075169887905906688_n.jpg;758736;3948;sky,outdoor,bicycle,riding,transport,people,clouds;
Bcxbionh74o;https://instagram.fbru2-1.fna.fbcdn.net/vp/1707dea47ab9a6710f36896378d23c45/5C181A51/t51.2885-15/e35/25017634_314580635710047_8938823336733966336_n.jpg;1235480;9573;outdoor,animal,snow,mammal,open,day;
BcnQTN-hcGW;https://instagram.fbru2-1.fna.fbcdn.net/vp/6802d7d229b8aae0a9f967c32649c6c7/5C0B1A84/t51.2885-15/e35/24838810_179691209283222_2593943939346071552_n.jpg;1553981;12784;outdoor,snow,sky,mammal,animal,day;
BcxWTYLjV3u;https://instagram.fbru2-1.fna.fbcdn.net/vp/ae9335476fb5ac0afe3760389be83242/5C3848C2/t51.2885-15/e35/24838790_194276471127183_8111626615642914816_n.jpg;1132069;6083;outdoor,building,tree,road,house,street,residential,curb;
Bcm_srih5Vq;https://instagram.fbru2-1.fna.fbcdn.net/vp/e7b8f5acaf637e8ec7c3d96198a72ef9/5C35D9CF/t51.2885-15/e35/25010347_2045399739038310_8936044119231299584_n.jpg;984514;6015;sky,grass,outdoor,park;
Bcz_U60DT-r;https://instagram.fbru2-1.fna.fbcdn.net/vp/f134793596dba591ee797332e8dfaf4b/5C06A049/t51.2885-15/e35/25007583_501973050181588_4401104003832741888_n.jpg;1583415;6942;outdoor,mountain,water,sky,nature,water sport,lake;
Bc6oxw0DcYR;https://instagram.fbru2-1.fna.fbcdn.net/vp/9400c50d585843fe87d66fcabc10ee00/5C1B4C30/t51.2885-15/e35/25011488_141265709905218_4535156452901257216_n.jpg;1014530;7189;fan,device,engine;
Bc55KFejXDt;https://instagram.fbru2-1.fna.fbcdn.net/vp/7f4559a61f633b7d0c4105071a7aa0b2/5BF4CFDB/t51.2885-15/e35/25008154_1972747472942389_1983189500976693248_n.jpg;621969;3311;blur,abstract;
Bc2vQzhDw1z;https://instagram.fbru2-1.fna.fbcdn.net/vp/2dc1fa04788e0ecd6bcf273f98678bc1/5BF6AD1F/t51.2885-15/e35/25007077_949999715176616_8291659382559604736_n.jpg;481237;3815;man,wearing,yellow,jacket;
Bc0JTtxjyDM;https://instagram.fbru2-1.fna.fbcdn.net/vp/2f40d153a97e6de0ab71ce6fbaa63aa5/5C3B3377/t51.2885-15/e35/25009546_371161726643788_2121701728121257984_n.jpg;770752;6910;person,crowd;
Bc6Amq9jyUT;https://instagram.fbru2-1.fna.fbcdn.net/vp/5228ca3ab4ca85538c6f25484d849ad0/5C02370C/t51.2885-15/e35/25009228_148597085786063_7749157991772848128_n.jpg;1312033;7000;outdoor,snow;
Bc3OnyJjba-;https://instagram.fbru2-1.fna.fbcdn.net/vp/e8599a130509704d3fe09a3977973fa7/5C0A09AF/t51.2885-15/e35/25008624_884356441743075_3663334892755746816_n.jpg;640901;4727;;
Bc3qrEaDAX1;https://instagram.fbru2-1.fna.fbcdn.net/vp/76b9ff3b58a84021cd5fbd9057bf9b82/5C07902C/t51.2885-15/e35/25015947_2036453103249882_2274668139419533312_n.jpg;1105831;6395;outdoor,paving,stone;
Bc5TfzBBmon;https://instagram.fbru2-1.fna.fbcdn.net/vp/0f9cf1f462fb42e6523471b4a42b5ad0/5C3A3F55/t51.2885-15/e35/25008494_1991310767562281_6517821216248561664_n.jpg;872639;5244;outdoor,road,flower,way,sidewalk,scene,street;
Bc3c_xYjfK9;https://instagram.fbru2-1.fna.fbcdn.net/vp/add9f6889f48732557da69c40f55533a/5C369ACF/t51.2885-15/e35/25013786_1233660403402854_337402138168655872_n.jpg;702360;5241;person,feet;
BdC5OcxjVcg;https://instagram.fbru2-1.fna.fbcdn.net/vp/680cbefeb511a8252cd63e5f1a3398b0/5C032EAD/t51.2885-15/e35/25016892_182394049010580_7262729890116403200_n.jpg;1467286;7765;water,outdoor,lake,swimming;
BdIvPYbjLpr;https://instagram.fbru2-1.fna.fbcdn.net/vp/aa71b4778003fa6d999fea6c9ea47f5a/5C028C35/t51.2885-15/e35/25017046_173800006704975_5320379549530193920_n.jpg;1443070;17576;cat,red,indoor,gray,grey;
BdBUn_xD8ng;https://instagram.fbru2-1.fna.fbcdn.net/vp/c6652635e1a4c62f7f05f03c32289fb0/5BF65A08/t51.2885-15/e35/25035640_173724513226609_187057752864980992_n.jpg;1540289;8656;ground,outdoor,night,stone;
BdBAzSaD0iK;https://instagram.fbru2-1.fna.fbcdn.net/vp/2b5ac2269d37864308f1fb4292dde7be/5C0383BE/t51.2885-15/e35/25007777_537261069953983_4947876602156417024_n.jpg;2182439;13386;snow,dog,outdoor,standing,animal,mammal;
BdGCDHCD8sP;https://instagram.fbru2-1.fna.fbcdn.net/vp/d59dcdb935c880f04d415f6d3641c447/5BFBF339/t51.2885-15/e35/25007979_1765617166845274_4475554624798982144_n.jpg;1694453;11065;building,way,blue,sidewalk;
BdDEeuAjCuH;https://instagram.fbru2-1.fna.fbcdn.net/vp/48ed30992ee3c581909fd78a1137988a/5BFD553C/t51.2885-15/e35/25015272_947940198680086_8890529173974548480_n.jpg;1353800;9254;tree,outdoor,snow,sky,plant,forest,day;
BdOErTTDfVV;https://instagram.fbru2-1.fna.fbcdn.net/vp/baa7e15459becc59abf1395dd2c2a0e3/5BFFED9E/t51.2885-15/e35/25035661_2091594161073191_5276960574083694592_n.jpg;1280070;7464;sky,outdoor,person,sunset,yellow;
BdOL_lnD_NV;https://instagram.fbru2-1.fna.fbcdn.net/vp/6d8adae8f2ace485312c3433178623ec/5C3949E7/t51.2885-15/e35/26276410_158049314836461_3015195946645454848_n.jpg;1143883;10216;outdoor,old;
BdN-6aHjXVe;https://instagram.fbru2-1.fna.fbcdn.net/vp/940b67f2a03791b53dc19c39eefe5085/5BF6EA07/t51.2885-15/e35/25039305_1883723168306119_4807181049861767168_n.jpg;572244;4725;colorful,colored,line;
Bc75f1zDiPQ;https://instagram.fbru2-1.fna.fbcdn.net/vp/ae331037b256d2e175e541a654faea1b/5C008252/t51.2885-15/e35/25012395_157701341665328_7476725742286405632_n.jpg;620403;6485;person;
BdYN126DXN6;https://instagram.fbru2-1.fna.fbcdn.net/vp/990a6de52ee8de49e474efd2ffaec587/5BFE114A/t51.2885-15/e35/26065685_716115291927407_8241965240850317312_n.jpg;946152;10995;curtain,person,indoor,striped;
BdiiUiyhk-Z;https://instagram.fbru2-1.fna.fbcdn.net/vp/25e379e0d67e70aaf7c7e6ddc3ce8bf6/5C0A028A/t51.2885-15/e35/25022349_173992166687866_6970418539119247360_n.jpg;1018134;9935;;
BdeIoTPjaIT;https://instagram.fbru2-1.fna.fbcdn.net/vp/94cbdbf814caccebe5ce85d061cc4592/5C19F4A9/t51.2885-15/e35/26281278_367522057052500_1149908155551973376_n.jpg;838055;6428;clothing,indoor,bed,underpants,bedclothes;
BdS_C6fD4yg;https://instagram.fbru2-1.fna.fbcdn.net/vp/bc0e999a9de077079948a8697353a118/5C1A56F7/t51.2885-15/e35/25016236_1335385576567058_6751766989645021184_n.jpg;1727473;14479;snow,outdoor,person,snowboarding,jumping,nature;
BdgrD7kDwLT;https://instagram.fbru2-1.fna.fbcdn.net/vp/aa69063dde36dfd4a265e607184669a2/5C03CBB2/t51.2885-15/e35/25038592_1780308878675388_7733670172199747584_n.jpg;1024778;8776;water,outdoor,sky,nature,yellow,ocean,promontory,shore;
BdlafyijmAQ;https://instagram.fbru2-1.fna.fbcdn.net/vp/e8f148def504b1c397382615cac79e38/5C047295/t51.2885-15/e35/25024852_160135327957205_5369914927773384704_n.jpg;827810;4423;outdoor,water,man,surfing,wave,person,ocean;
BdTOMePjSV3;https://instagram.fbru2-1.fna.fbcdn.net/vp/e117743c76b955fcea4ce4976247991e/5C0324EB/t51.2885-15/e35/25035854_163800701048096_5706939456712343552_n.jpg;1192278;175960;colorful,colored,decorated,several;
BddV41Vjolk;https://instagram.fbru2-1.fna.fbcdn.net/vp/09d424ff2410b8b18c1d425732fd79c0/5C389D67/t51.2885-15/e35/25025637_208737206339690_2280917054842208256_n.jpg;1627442;9202;water,mountain,outdoor,lake,nature;
BdnowHXDlhi;https://instagram.fbru2-1.fna.fbcdn.net/vp/20920faa86e95360e5110ca98f4cc295/5C01872E/t51.2885-15/e35/26223742_393801447709892_9109799061300445184_n.jpg;1127149;7273;building,outdoor,ground,way,sidewalk,scene,brick,stone;
BdndQfqDYdO;https://instagram.fbru2-1.fna.fbcdn.net/vp/0d9ac537031a4b04eec16cdb7c4f0e79/5BF9DF53/t51.2885-15/e35/26067657_345309319280355_6412111887726542848_n.jpg;1162722;6616;sky,water,people,outdoor,person,crowd,swimming,water sport;
Bdvub72BEnq;https://instagram.fbru2-1.fna.fbcdn.net/vp/feb0229e6a998cb558a36b9e4577b1f6/5C18BED2/t51.2885-15/e35/26068635_409541906143321_7580150753797341184_n.jpg;1055012;6285;person,outdoor;
BdqUtOZjiOc;https://instagram.fbru2-1.fna.fbcdn.net/vp/09f2af21b612dde0619acbeb019c6dcb/5C062B31/t51.2885-15/e35/26158236_2270553229628825_5063257307970797568_n.jpg;1129032;6658;ground,outdoor,nature;
BdpAyjwjQjP;https://instagram.fbru2-1.fna.fbcdn.net/vp/387ca726abc48d970b5afcfe4cd1dd04/5C145D24/t51.2885-15/e35/26068769_1644186852294700_7447571646015078400_n.jpg;1077282;8787;person,girl,little,smiling,posing,colorful,beautiful;
Bdv4GFFD687;https://instagram.fbru2-1.fna.fbcdn.net/vp/ef30f681419bbd82b878c8dd35f0b9e6/5C3BCEDF/t51.2885-15/e35/26263702_148762405782277_1647049511962411008_n.jpg;1222340;11786;;
Bdq3r3bjdme;https://instagram.fbru2-1.fna.fbcdn.net/vp/adecde7ef4d5cf8968144b2340c4fd30/5C0587AF/t51.2885-15/e35/25039008_143113523063296_1319393019660599296_n.jpg;1056518;11599;tree,person,outdoor,woman,clothing,beautiful,dress,plant,posing,bushes;
BdqWgZvDc-Z;https://instagram.fbru2-1.fna.fbcdn.net/vp/956b3889e7c245cf86b954d27ecd9489/5C364865/t51.2885-15/e35/26065769_161264681162009_5985518556018638848_n.jpg;872227;5031;outdoor,tree,nature;
Bdtg1UzjAwb;https://instagram.fbru2-1.fna.fbcdn.net/vp/85e1cbeb4ecefe92f289304d0620f13a/5C353992/t51.2885-15/e35/25036293_191347148116098_7175313158020530176_n.jpg;1431862;7049;valley,nature,tree,canyon,tamale,wood,broom;
BdyF5c7BXwm;https://instagram.fbru2-1.fna.fbcdn.net/vp/9fb948bc1b0f5031fd1744fe3542743d/5C17D1ED/t51.2885-15/e35/26068697_1752369161460061_1234976687293202432_n.jpg;972279;13017;mountain,outdoor,sky,nature,hill,clouds,hillside,overlooking,distance,highland;
BdvzIgvhF-D;https://instagram.fbru2-1.fna.fbcdn.net/vp/ed8855dc583e100b6f1dfb13bc60751b/5C02C5B7/t51.2885-15/e35/25036998_316068425549352_7107215880311799808_n.jpg;650093;4144;tree,outdoor;
Bdtrt29DBTI;https://instagram.fbru2-1.fna.fbcdn.net/vp/17f160427973933e446f51d8a13b2f6f/5C164A7D/t51.2885-15/e35/26225054_100131797462913_3745562050227601408_n.jpg;870825;7154;snow,snowboarding,outdoor,person,jumping,air,hill,jacket,skiing,slope;
Bd8aL1LDJRs;https://instagram.fbru2-1.fna.fbcdn.net/vp/d668ef3f4b5a858a81386d27c3500b78/5BF442CC/t51.2885-15/e35/26066810_1561269847323081_4659907128088068096_n.jpg;855283;9129;outdoor,ground,street,sidewalk,way,concrete,cement,curb;
BeECzRuh1O6;https://instagram.fbru2-1.fna.fbcdn.net/vp/28f568e0652d3a63797cb525a8930675/5C07DC36/t51.2885-15/e35/26384736_143989056313699_5952078005076492288_n.jpg;672616;4885;outdoor,sky,field,nature,megalith,dirt,hill,rock,hillside,lush,highland;
BeCEpmdjjFT;https://instagram.fbru2-1.fna.fbcdn.net/vp/23ba57a14d0e96458205ac6dea24c9b9/5BFF5027/t51.2885-15/e35/26180977_202067047035690_527127447976542208_n.jpg;805687;5591;hair;
Bd5knGAjInC;https://instagram.fbru2-1.fna.fbcdn.net/vp/e34ee2ad67fce079e38b4bc566665717/5C063C42/t51.2885-15/e35/26152364_141930706473591_386722995680313344_n.jpg;1517800;13308;snow,tree,outdoor,covered,outdoor object,day;
Bd5d8Zajp5y;https://instagram.fbru2-1.fna.fbcdn.net/vp/e6a68af43243be29d956538a4e811b5a/5C02AE12/t51.2885-15/e35/26225106_1942276889134646_4232956111503753216_n.jpg;853662;5625;outdoor,sky,water,beach,nature,shore;
BeCfW5hj_Ef;https://instagram.fbru2-1.fna.fbcdn.net/vp/bfe17c79721459bcd1c05695663f9a2a/5C0AD4CA/t51.2885-15/e35/26298497_2073065972924964_2526096061798285312_n.jpg;877661;18530;close,eyes;
BeCJFdUDpUE;https://instagram.fbru2-1.fna.fbcdn.net/vp/70a4ca57b01b33eaeecb699cbd919ba0/5C39E9D0/t51.2885-15/e35/26871863_1744637668901825_7011410750669324288_n.jpg;466994;3832;cloth,colorful,colored;
Bd0lXfhjsyY;https://instagram.fbru2-1.fna.fbcdn.net/vp/646e729cbc786b819f5e8ba25ed2c705/5C1A21BF/t51.2885-15/e35/26072215_144158122914863_7143335176586657792_n.jpg;846967;12215;food,plate,bowl,table,vegetable,different,dish,meal,meat;
Bd3djpHBXDD;https://instagram.fbru2-1.fna.fbcdn.net/vp/dbb510defa2c087184264e8c46868ebe/5BF782AE/t51.2885-15/e35/26066352_176439989773928_2800259552472203264_n.jpg;782463;7467;outdoor,person,way,sidewalk;
Bd-2eVgDjD7;https://instagram.fbru2-1.fna.fbcdn.net/vp/57671af01b3ee651616d2ec6fea621e7/5C376B3A/t51.2885-15/e35/26069149_1954755164851437_6177494858186358784_n.jpg;867648;9699;outdoor,ground,person,woman,sidewalk;
BeLdDOejLHM;https://instagram.fbru2-1.fna.fbcdn.net/vp/ac719c71ea2b71dae837fc4e9aa3e764/5C36729C/t51.2885-15/e35/26267063_2054907261463205_1661091151622438912_n.jpg;882766;6691;outdoor,animal,puffin;
BeJbXp2DhNG;https://instagram.fbru2-1.fna.fbcdn.net/vp/a925da38efd41c14c45fd3f70bed095a/5C168082/t51.2885-15/e35/26331077_969407276568847_8178310015887605760_n.jpg;816684;5905;building;
BeOJzBCDyuD;https://instagram.fbru2-1.fna.fbcdn.net/vp/893c508d1b144796289a12cb4cf947ba/5C0CCFA7/t51.2885-15/e35/26226265_195484397861443_2283135968091308032_n.jpg;941701;8900;;
BeGlKemBXYD;https://instagram.fbru2-1.fna.fbcdn.net/vp/31b23c99c172140ff035c3f4090020de/5C148018/t51.2885-15/e35/26181820_397170020712576_5744192396720078848_n.jpg;858485;8157;person,woman;
BeHMMXsjEXM;https://instagram.fbru2-1.fna.fbcdn.net/vp/720ca4bd7cea3219b1bcfa76d2025045/5C06F4DB/t51.2885-15/e35/26281432_1819803088312793_3368571334475907072_n.jpg;1300404;13242;indoor,dog,bed,bedclothes,laying,white,mammal,clothes;
BeOA8cRjx_-;https://instagram.fbru2-1.fna.fbcdn.net/vp/fc6a3425f77d4674c0a2631f12fc107b/5C0CC3A3/t51.2885-15/e35/26865013_1062837563858823_4956756408386191360_n.jpg;1140056;7690;water,outdoor,sky,surrounded,distance,day;
BeEvm7sDEzN;https://instagram.fbru2-1.fna.fbcdn.net/vp/5d5d6102434160890d1560f2b6b7d433/5BF514DF/t51.2885-15/e35/26385742_1959611454358979_1182740139693047808_n.jpg;632201;6015;sky,outdoor,person,wearing;
BeEZJL-jiBh;https://instagram.fbru2-1.fna.fbcdn.net/vp/4bdf44fdc38cc7e697519f80e1b26e57/5BFE7C85/t51.2885-15/e35/26865612_180500432552532_4018720729007652864_n.jpg;562327;4231;ground,person,outdoor,little;
BeLjYPAD4zM;https://instagram.fbru2-1.fna.fbcdn.net/vp/a38f029eff259d26f526383a2478ef88/5BFD81F3/t51.2885-15/e35/26277199_170909147005483_5218564463560491008_n.jpg;2542594;24140;head covering,mask;
BeRdZmGDMbG;https://instagram.fbru2-1.fna.fbcdn.net/vp/b66902615f9e4ac32cf762b763afea1b/5C0CE1EC/t51.2885-15/e35/26343910_551469588579023_2057643609456377856_n.jpg;810843;4441;window,white,old,painted,picture frame;
BeUHs9MDdp-;https://instagram.fbru2-1.fna.fbcdn.net/vp/f022262d2f3b3f4da7ae4f10d25261e3/5BFF3EF0/t51.2885-15/e35/26304024_210940876130987_8584278180200710144_n.jpg;661227;4550;building,window,sitting,dog,outdoor,looking,sticking,open,door,black,staring;
Bedh-A2jxwC;https://instagram.fbru2-1.fna.fbcdn.net/vp/570851d0469cb83daa20faf3c23d8749/5BFD6673/t51.2885-15/e35/26865181_144290629702999_3931044842880106496_n.jpg;917605;6955;outdoor,snow,sky,tree,sport,hill,slope,skiing,day,hillside;
BebcXewDhC1;https://instagram.fbru2-1.fna.fbcdn.net/vp/884f1523d53290f8d99d6444b9465f45/5C082419/t51.2885-15/e35/26268626_800610116792005_9219028094046699520_n.jpg;653171;4819;person,outdoor,tree,sport,hula-hoop,post,people,group,several,crowd;
BeR16-8jzir;https://instagram.fbru2-1.fna.fbcdn.net/vp/88b087d45f30189e99148ba31251d0c1/5BFC227C/t51.2885-15/e35/26867965_960794300763236_2186567373652230144_n.jpg;700812;6267;indoor,flower,black,dark;
BeY1pSzBl2f;https://instagram.fbru2-1.fna.fbcdn.net/vp/fa4f6035dab925ee92c17f1a99cf34d6/5C1707F8/t51.2885-15/e35/26284024_190475038206650_1406701557235318784_n.jpg;1386569;325128;container;
BeRjZ01jczh;https://instagram.fbru2-1.fna.fbcdn.net/vp/12da1ba146a696ece43087de0b958e25/5BF76F79/t51.2885-15/e35/26863115_143394976333047_7745264281796476928_n.jpg;642243;4421;building,window,old,apartment building,painted;
BeT7eUajmtN;https://instagram.fbru2-1.fna.fbcdn.net/vp/9b3dc8e8c42f70598b74e311a7287d2c/5C09C64B/t51.2885-15/e35/26863429_317083728783149_6320896703733956608_n.jpg;497395;3658;building,outdoor,arch,colonnade;
BebJ2_VDcGI;https://instagram.fbru2-1.fna.fbcdn.net/vp/817ea162e7abf6f0ae547e7d0349291e/5C39651E/t51.2885-15/e35/26334402_173379986724944_7172824052673806336_n.jpg;843251;5376;sky,water,outdoor,person,wave;
BeWKx0JBDTS;https://instagram.fbru2-1.fna.fbcdn.net/vp/3569fec56789c098661639a1426a85f6/5C026A59/t51.2885-15/e35/26869841_875237599316666_1893408668557246464_n.jpg;700549;8314;outdoor,mountain,sky,hillside;
BeUdFK0jT4_;https://instagram.fbru2-1.fna.fbcdn.net/vp/8c3cb5ed6fbab79f466d4801a3c4e7b7/5C097759/t51.2885-15/e35/26068070_544693122568688_3038848662257008640_n.jpg;807505;7501;orange,red;
BegLKqtj3xP;https://instagram.fbru2-1.fna.fbcdn.net/vp/32b63d21f5417d56605234cf1a48df62/5C370B88/t51.2885-15/e35/26867408_180706059327077_4656560171743444992_n.jpg;862538;5791;water,outdoor,wave,sport,ocean;
BetiCkIhRjJ;https://instagram.fbru2-1.fna.fbcdn.net/vp/ccc9595ca86836d2fcc0c088cac79295/5C18D1FF/t51.2885-15/e35/26870659_1001130713372553_2144130944989134848_n.jpg;982704;8250;;
BedpBNLjkvE;https://instagram.fbru2-1.fna.fbcdn.net/vp/6aa218e3e6a4f7aa93cda6bb79517272/5C3BC79D/t51.2885-15/e35/26867864_908194582674899_7031145197681508352_n.jpg;1117572;9679;outdoor;
BegEv_XDjU8;https://instagram.fbru2-1.fna.fbcdn.net/vp/044f08d04d2e3bf94a2d195854cff890/5C3B4684/t51.2885-15/e35/26294858_212417405991315_4018386047976079360_n.jpg;553196;4472;person;
BemBKi5jLki;https://instagram.fbru2-1.fna.fbcdn.net/vp/4f7f82ffeb1de5466e7340d0f0935f51/5C183ED1/t51.2885-15/e35/27574361_600129613667044_6794696274395267072_n.jpg;877598;6445;tree,outdoor,person;
BegRINbDK7p;https://instagram.fbru2-1.fna.fbcdn.net/vp/01b3da0b3895961f4e9312178fef06cd/5C070E11/t51.2885-15/e35/26871778_415172655575095_422833560286658560_n.jpg;1438557;17956;snow,dog,tree,outdoor,wood;
Bejdw8djS2Z;https://instagram.fbru2-1.fna.fbcdn.net/vp/4103ec180ca73114ee180f7a0ab1e63d/5C3832C9/t51.2885-15/e35/26872553_2109975652567494_1435266255144615936_n.jpg;607063;4187;person,little,girl,indoor,young,toddler;
BejqTctDP_6;https://instagram.fbru2-1.fna.fbcdn.net/vp/70272ce69785d69eeee5ca2229d2abb8/5BF6965B/t51.2885-15/e35/27578684_385831321888417_7628637017559007232_n.jpg;626096;4303;sky,lamp;
BemHO1jh-2P;https://instagram.fbru2-1.fna.fbcdn.net/vp/73e82554786777e9af4ccbffd75aab7f/5C191084/t51.2885-15/e35/27577058_963323623815892_5329462086806274048_n.jpg;910752;8349;sky,outdoor,water,beach,shore,sandy,day;
Bela-8dD-nh;https://instagram.fbru2-1.fna.fbcdn.net/vp/c0f0712d66afd4b9a0fb7e022454dbc9/5C0CDC79/t51.2885-15/e35/26871090_181368665965235_5016724790472343552_n.jpg;884464;10595;dog,black,pink;
Be17BFXjD45;https://instagram.fbru2-1.fna.fbcdn.net/vp/69c4c7279d91124c171baa09a8e5fbb2/5BF5F03C/t51.2885-15/e35/27581737_377414706066042_1567870686054055936_n.jpg;717601;6830;outdoor,wooden,roof,several,stack;
BeyLtP5DkVV;https://instagram.fbru2-1.fna.fbcdn.net/vp/992e6f8b9909bbd438800ab406031e31/5BFC4B40/t51.2885-15/e35/27574659_1672560349491048_2674957459319160832_n.jpg;725465;5753;outdoor,tree,snow,outdoor object,wood;
BevewaNDW81;https://instagram.fbru2-1.fna.fbcdn.net/vp/d16da000a4158dac4b0f4945f57d6460/5BF44EFD/t51.2885-15/e35/26869233_182200909208367_3045694775702323200_n.jpg;1011351;6317;outdoor,sky,standing,mountain,mammal;
Be3gi4thwEJ;https://instagram.fbru2-1.fna.fbcdn.net/vp/79e21eead68503c188f58a3796a1a691/5C349FF4/t51.2885-15/e35/27577291_413106885792186_6463231761009606656_n.jpg;473802;4779;person,people,posing;
Be4Oev9DEV_;https://instagram.fbru2-1.fna.fbcdn.net/vp/6703115ea6c8568c166d935779c65d74/5C018A1B/t51.2885-15/e35/26873015_206406133245144_7038811710009901056_n.jpg;702940;6016;;
Be4goK0jDd6;https://instagram.fbru2-1.fna.fbcdn.net/vp/cf7144853273712893908bb8887f75c5/5BFD7B3D/t51.2885-15/e35/26867740_214417262448872_2614101835773902848_n.jpg;810216;6115;ground,car,outdoor,person,blue;
Be1r89pD5BA;https://instagram.fbru2-1.fna.fbcdn.net/vp/4e4bcbffc864f4e0d3227aee823af372/5C379F75/t51.2885-15/e35/26869418_1572324272803372_8916552269151862784_n.jpg;956822;6894;road,outdoor;
BeyUEvpjV31;https://instagram.fbru2-1.fna.fbcdn.net/vp/5b637620559ae2ecee7bb4764b38bb33/5C08B44D/t51.2885-15/e35/27579999_160421831281432_7966438815319457792_n.jpg;693647;7860;;
